BookTitle	Author	genre_list	year_published	avg_rating	num_ratings	num_works
Ella Enchanted	Gail Carson Levine	"[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1997.0	8.333333333333334	4.0	4
James and the Giant Peach	Roald Dahl	"[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1988.0	9.261904761904765	29.0	18
Sphere	Michael Crichton	"['Techno-thriller', ""Children's literature"", 'Novel', 'Speculative fiction', 'Science Fiction', 'Mystery', 'Fiction']"	1987.0	7.0	2.0	22
Revelation Space	Alastair Reynolds	['Hard science fiction', 'Science Fiction', 'Speculative fiction', 'Fantasy', 'Novel']	2001.0	7.333333333333334	9.0	10
Chasm City	Alastair Reynolds	['Hard science fiction', 'Science Fiction', 'Speculative fiction', 'Fantasy', 'Novel']	2002.0	9.0	1.0	10
Diary	Chuck Palahniuk	['Satire', 'Horror', 'Speculative fiction', 'Fiction']	2003.0	7.0	1.0	12
Going After Cacciato	Tim O'Brien	['War novel', 'Fiction']	1989.0	9.083333333333332	11.0	4
Memoirs of a Geisha	Arthur Golden	['Historical novel']	1997.0	8.875	50.0	1
The Bourne Supremacy	Robert Ludlum	['Thriller', 'Novel', 'Fiction', 'Suspense']	1987.0	8.75925925925926	28.0	27
City	Clifford D. Simak	['Science Fiction', 'Speculative fiction']	1981.0	7.75	3.0	4
The Royal Book of Oz	Ruth Plumly Thompson	"['Speculative fiction', 'Fantasy', ""Children's literature""]"	2001.0	5.0	1.0	10
The Other Side of Midnight	Sidney Sheldon	['Thriller', 'Mystery', 'Fiction', 'Suspense']	1974.0	5.9	18.0	18
The Water-Method Man	John Irving	['Literary fiction', 'Novel']	1990.0	7.142857142857143	7.0	11
Sanditon	Jane Austen	['Fiction', 'Romance novel', 'Philosophy']	1975.0	6.0	1.0	9
Lady Susan	Jane Austen	['Epistolary novel', 'Fiction', 'Romance novel']	2000.0	9.0	1.0	9
The Godmakers	Frank Herbert	['Science Fiction', 'Speculative fiction']	1975.0	3.0	1.0	20
Orlando: A Biography	Virginia Woolf	['Speculative fiction']	1986.0	8.017857142857142	19.0	8
Shardik	Richard Adams	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1978.0	6.95	7.0	7
'Tis: A Memoir	Frank McCourt	['Memoir']	1999.0	8.0	1.0	3
Patriot Games	Tom Clancy	"['Thriller', ""Children's literature"", 'Fiction']"	1987.0	8.279761904761905	19.0	15
Changing Places	David Lodge	['Speculative fiction', 'Fiction', 'Campus novel']	1978.0	8.266666666666667	15.0	10
Beneath the Wheel	Hermann Hesse	['Fiction', 'Novel']	1983.0	7.833333333333333	4.0	12
Young Goodman Brown	Nathaniel Hawthorne	['Short story', 'Fiction']	1995.0	7.0	1.0	5
The Partner	John Grisham	"['Mystery', ""Children's literature"", 'Fiction', 'Suspense']"	1997.0	7.087804436942368	205.0	23
Skipping Christmas	John Grisham	['Novel', 'Fiction', 'Comedy']	2001.0	7.0	2.0	23
Fevre Dream	George R. R. Martin	['Fantasy', 'Science Fiction', 'Speculative fiction', 'Horror', 'Fiction']	1983.0	10.0	2.0	8
The Firm	John Grisham	"['Mystery', ""Children's literature"", 'Fiction', 'Suspense']"	1991.0	7.500983391608392	224.0	23
A Fine Balance	Rohinton Mistry	['Fiction', 'Historical novel']	2001.0	8.625862068965517	63.0	3
Tipping the Velvet	Sarah Waters	['Fiction']	1999.0	8.850877192982455	22.0	5
The Leaky Establishment	David Langford	['Science Fiction', 'Speculative fiction', 'Fiction']	2001.0	9.0	2.0	1
Digital Fortress	Dan Brown	['Mystery', 'Science Fiction', 'Techno-thriller', 'Fiction']	1998.0	6.666666666666667	3.0	5
Slow River	Nicola Griffith	['Science Fiction', 'Speculative fiction', 'Fiction']	1995.0	7.6	5.0	2
The Shoes of the Fisherman	Morris West	[]	2003.0	8.0	1.0	1
Over Sea, Under Stone	Susan Cooper	"['Science Fiction', ""Children's literature"", 'Speculative fiction', 'Young adult literature', 'Mystery', 'Fantasy', 'Fiction']"	1988.0	8.772727272727273	12.0	2
Earth Abides	George R. Stewart	['Science Fiction', 'Speculative fiction']	1974.0	6.875	9.0	1
Lucifer's Hammer	Larry Niven	['Science Fiction', 'Apocalyptic and post-apocalyptic fiction', 'Speculative fiction', 'Novel']	1977.0	7.962962962962963	21.0	16
In Death Ground	Steve White	['Science Fiction', 'Speculative fiction']	1997.0	8.0	2.0	3
The Shiva Option	Steve White	['Science Fiction', 'Speculative fiction']	2003.0	9.333333333333334	3.0	3
Holes	Louis Sachar	"['Satire', ""Children's literature"", 'Young adult literature', 'Fiction', 'Adventure novel']"	2000.0	10.0	1.0	11
The Pillars of Creation	Terry Goodkind	['Speculative fiction', 'Fantasy', 'Fiction', 'High fantasy']	2001.0	6.428571428571429	7.0	12
Pollyanna	Eleanor H. Porter	"['Historical fiction', ""Children's literature"", 'Fiction']"	1988.0	8.0	2.0	3
Magician	Raymond E. Feist	['Science Fiction', 'Fantasy', 'Fiction']	1982.0	8.0	2.0	21
The Cruel Sea	Nicholas Monsarrat	['Fiction', 'Novel']	2000.0	7.0	1.0	1
My Ishmael	Daniel Quinn	['Fantasy', 'Fiction', 'Novel']	1998.0	8.416666666666666	12.0	8
Dandelion Wine	Ray Bradbury	['Science Fiction', 'Novel', 'Speculative fiction', 'Fantasy', 'Fiction', 'Autobiographical novel']	1976.0	8.1875	7.0	9
Generation Warriors	Anne McCaffrey	"['Science Fiction', ""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1991.0	7.8	5.0	25
The Chocolate War	Robert Cormier	"[""Children's literature"", 'Young adult literature', 'Speculative fiction', 'Fiction']"	1986.0	7.2	5.0	10
The Polar Express	Chris Van Allsburg	"['Picture book', ""Children's literature"", 'Fiction']"	1985.0	10.0	3.0	9
Bless Me, Ultima	Rudolfo Anaya	[]	1994.0	6.666666666666667	28.0	1
Titan	Stephen Baxter	['Science Fiction', 'Speculative fiction', 'Fiction', 'Novel']	1998.0	7.0	1.0	28
The Return of the Native	Thomas Hardy	[]	1990.0	8.0	2.0	12
Riders of the Purple Sage	Zane Grey	['Western', 'Fiction']	1989.0	7.0	2.0	6
Dragondrums	Anne McCaffrey	"['Science Fiction', ""Children's literature"", 'Speculative fiction', 'Young adult literature', 'Fantasy', 'Fiction']"	1979.0	7.1	11.0	25
Idoru	William Gibson	['Cyberpunk', 'Science Fiction', 'Speculative fiction', 'Utopian and dystopian fiction']	1996.0	8.742222222222223	35.0	10
Airframe	Michael Crichton	['Science Fiction', 'Novel']	1996.0	6.999793615850303	127.0	22
Sputnik Sweetheart	Haruki Murakami	['Speculative fiction', 'Fiction', 'Novel']	2001.0	9.0	2.0	9
My Friend Flicka	Mary O'Hara	['Young adult literature', 'Novel']	1973.0	6.0	2.0	1
The Soul of a New Machine	Tracy Kidder	['Mathematics', 'Science']	1981.0	7.0	1.0	2
Ringworld's Children	Larry Niven	['Science Fiction', 'Speculative fiction', 'Novel']	2004.0	8.0	1.0	16
Imajica	Clive Barker	['Speculative fiction', 'Fantasy']	1991.0	8.445454545454545	16.0	13
Coldheart Canyon	Clive Barker	['Speculative fiction', 'Horror']	2002.0	6.333333333333333	9.0	13
Deception Point	Dan Brown	['Thriller', 'Techno-thriller', 'Speculative fiction', 'Science Fiction']	2001.0	8.200716845878135	100.0	5
Ammonite	Nicola Griffith	['Science Fiction', 'Speculative fiction']	1993.0	8.5	3.0	2
Fungus the Bogeyman	Raymond Briggs	"[""Children's literature"", 'Fiction']"	1979.0	10.0	1.0	4
Up the Down Staircase	Bel Kaufman	['Novel']	1969.0	8.772727272727273	12.0	1
Coma	Robin Cook	['Thriller', 'Speculative fiction', 'Horror', 'Fiction']	1977.0	5.777777777777778	8.0	17
A Princess of Mars	Edgar Rice Burroughs	"['Science Fiction', ""Children's literature"", 'Planetary romance', 'Sword and planet', 'Speculative fiction', 'Fantasy', 'Fiction']"	2003.0	9.0	1.0	59
Faceless Killers: A Mystery	Henning Mankell	['Crime Fiction', 'Mystery', 'Novel', 'Fiction', 'Suspense']	1997.0	8.0	1.0	13
Earthly Powers	Anthony Burgess	['Speculative fiction', 'Historical novel']	1981.0	10.0	1.0	17
Hotel	Arthur Hailey	['Fiction']	1981.0	9.0	2.0	6
A Man in Full	Tom Wolfe	['Fiction', 'Novel']	1998.0	8.195268817204301	57.0	3
The Last Don	Mario Puzo	['Fiction', 'Suspense']	1996.0	7.0	4.0	5
Count Karlstein	Philip Pullman	"['Speculative fiction', ""Children's literature"", 'Fiction']"	2000.0	7.0	8.0	13
The Third Policeman	Flann O'Brien	['Mystery', 'Comic novel', 'Speculative fiction', 'Fiction']	1986.0	10.0	1.0	4
West of Eden	Harry Harrison	['Science Fiction', 'Novel', 'Alternate history', 'Speculative fiction', 'Fantasy', 'Fiction']	1985.0	9.0	2.0	8
On a Pale Horse	Piers Anthony	['Fantasy', 'Novel']	1984.0	8.333333333333334	15.0	41
The Stars Shine Down	Sidney Sheldon	['Thriller', 'Fiction', 'Romance novel', 'Novel']	1992.0	6.971052631578948	29.0	18
Mrs. Frisby and the Rats of NIMH	Robert C. O'Brien	"['Science Fiction', ""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1971.0	8.0	2.0	2
Travels With Charley: In Search of America	John Steinbeck	['Travel literature']	1980.0	8.120689655172413	30.0	15
The Sigma Protocol	Robert Ludlum	['Thriller']	2001.0	7.72007722007722	44.0	27
Strandloper	Alan Garner	['Historical novel']	1999.0	7.0	2.0	6
The Smoke Ring	Larry Niven	['Science Fiction', 'Speculative fiction', 'Fiction', 'Novel']	1990.0	7.8	5.0	16
A Wind in the Door	Madeleine L'Engle	"['Science Fiction', ""Children's literature"", 'Speculative fiction', 'Young adult literature', 'Fantasy', 'Fiction']"	1973.0	8.8	35.0	17
The Last Juror	John Grisham	['Mystery', 'Novel', 'Suspense']	2004.0	8.174603174603174	64.0	23
Harpist in the Wind	Patricia A. McKillip	"['Science Fiction', ""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1980.0	9.0	1.0	14
Schismatrix	Bruce Sterling	['Science Fiction', 'Speculative fiction']	1985.0	8.0	1.0	5
The Great American Novel	Philip Roth	['Fiction', 'Novel']	1985.0	4.0	1.0	21
The Celestine Prophecy	James Redfield	['Philosophy', 'Speculative fiction', 'Inspirational', 'Fiction']	1993.0	7.381578947368421	40.0	3
Castaways of the Flying Dutchman	Brian Jacques	['Speculative fiction', 'Fantasy']	2001.0	6.1875	10.0	29
Rose Madder	Stephen King	['Speculative fiction', 'Fantasy']	1995.0	7.0375886524822695	79.0	60
Eaters of the Dead	Michael Crichton	['Speculative fiction', 'Historical fiction', 'Fantasy', 'Fiction', 'Historical novel', 'Suspense']	1998.0	7.0	1.0	22
The Lyre of Orpheus	Robertson Davies	['Speculative fiction', 'Fiction']	1989.0	8.5	5.0	6
The Clan of the Cave Bear	Jean M. Auel	['Speculative fiction', 'Fantasy', 'Fiction', 'Historical novel']	2001.0	8.25	3.0	6
Song of Solomon	Toni Morrison	['Fiction']	1987.0	7.5	2.0	7
White Teeth	Zadie Smith	['Fiction', 'Novel']	2000.0	6.916666666666667	12.0	2
My Uncle Oswald	Roald Dahl	['Speculative fiction', 'Fiction', 'Novel']	1981.0	7.583333333333333	12.0	18
The Magic Finger	Roald Dahl	"['Science Fiction', ""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1996.0	7.0	4.0	18
The Twits	Roald Dahl	"['Speculative fiction', ""Children's literature"", 'Fiction']"	1985.0	8.611111111111112	9.0	18
George's Marvelous Medicine	Roald Dahl	"['Speculative fiction', ""Children's literature""]"	1983.0	7.55	8.0	18
The Giraffe and the Pelly and Me	Roald Dahl	"['Speculative fiction', ""Children's literature"", 'Fiction']"	1994.0	3.0	1.0	18
Esio Trot	Roald Dahl	"['Speculative fiction', ""Children's literature"", 'Fiction']"	1990.0	8.5	2.0	18
The Vicar of Nibbleswicke	Roald Dahl	"['Speculative fiction', ""Children's literature"", 'Fiction']"	1994.0	10.0	1.0	18
For Love of the Game	Michael Shaara	['Fiction']	1999.0	7.8	5.0	3
The Lions of Al-Rassan	Guy Gavriel Kay	['Speculative fiction', 'Fantasy', 'Fiction', 'Historical novel']	1995.0	8.083333333333332	7.0	7
An Unsuitable Job for a Woman	P. D. James	['Mystery', 'Fiction', 'Suspense']	1992.0	9.0	5.0	13
Scorpius	John Gardner	['Spy fiction']	1990.0	7.0	2.0	16
Into the Wild	Jon Krakauer	['Travel', 'Biography', 'Travel literature', 'Speculative fiction', 'Non-fiction', 'Autobiography']	1996.0	8.396153846153846	135.0	3
The True Believer: Thoughts on the Nature of Mass Movements	Eric Hoffer	['Non-fiction']	1989.0	4.0	1.0	1
Voyage from Yesteryear	James P. Hogan	['Science Fiction', 'Speculative fiction', 'Fiction']	1986.0	8.5	2.0	5
How Far Can You Go?	David Lodge	['Novel']	1981.0	7.0	4.0	10
Horton Hatches the Egg	Dr. Seuss	[]	1966.0	9.5	4.0	9
Moonseed	Stephen Baxter	['Science Fiction', 'Speculative fiction', 'Fiction']	1998.0	7.533333333333333	8.0	28
Odd Thomas	Dean Koontz	['Thriller', 'Mystery', 'Speculative fiction', 'Horror']	2003.0	8.444444444444445	36.0	47
The Teeth of the Tiger	Tom Clancy	['Thriller', 'Fiction', 'Novel']	2003.0	7.057971014492754	25.0	15
Fantastic Voyage II: Destination Brain	Isaac Asimov	['Science Fiction', 'Speculative fiction']	1987.0	7.75	4.0	36
Cycle of the Werewolf	Stephen King	"['Gothic fiction', ""Children's literature"", 'Horror', 'Speculative fiction', 'Fiction']"	1999.0	5.0	1.0	60
The Dream-Quest of Unknown Kadath	H. P. Lovecraft	['Fantasy', 'Science Fiction', 'Speculative fiction', 'Horror', 'Fiction']	1996.0	8.0	1.0	7
The Man Who Planted Trees	Jean Giono	[]	1985.0	9.19047619047619	9.0	1
Black House	Stephen King	['Thriller', 'Horror', 'Speculative fiction', 'Mystery', 'Fantasy', 'Fiction', 'Suspense']	2001.0	7.436190476190476	100.0	60
Monsignor Quixote	Graham Greene	['Comic novel', 'Speculative fiction', 'Fiction', 'Comedy']	1984.0	8.0	1.0	20
The Ghost Writer	Philip Roth	['Speculative fiction', 'Fiction', 'Novel']	1995.0	8.0	2.0	21
The Basic Eight	Daniel Handler	['Fiction']	1999.0	7.6	5.0	17
Birdsong	Sebastian Faulks	['Historical fiction', 'Fiction', 'War novel']	1996.0	7.2	5.0	4
A Little Princess	Frances Hodgson Burnett	"['Speculative fiction', ""Children's literature"", 'Fiction']"	1987.0	8.585314685314685	28.0	5
True History of the Kelly Gang	Peter Carey	['Crime Fiction', 'Novel', 'Fiction', 'Historical novel']	2001.0	7.966666666666667	16.0	5
Night of January 16th	Ayn Rand	['Ergodic literature']	1990.0	10.0	1.0	5
The Elementary Particles	Michel Houellebecq	['Fiction']	2000.0	7.0	3.0	4
The Man Who Japed	Philip K. Dick	['Science Fiction', 'Speculative fiction', 'Dystopia']	2002.0	4.5	2.0	43
Warchild	Karin Lowachee	['Science Fiction', 'Speculative fiction', 'Novel']	2002.0	8.25	12.0	3
Lucky Wander Boy	D. B. Weiss	['Speculative fiction', 'Novel']	2003.0	5.333333333333333	3.0	1
Snow Country	Yasunari Kawabata	['Novel']	1980.0	8.155555555555557	9.0	10
The Black Cauldron	Lloyd Alexander	"['Speculative fiction', 'Fantasy', ""Children's literature""]"	1997.0	10.0	1.0	13
Whirlwind	James Clavell	['Speculative fiction', 'Fiction', 'Historical novel']	1987.0	7.5	4.0	7
Not a Penny More, Not a Penny Less	Jeffrey Archer	['Fiction']	1985.0	6.5	3.0	8
The Natural	Bernard Malamud	['Fiction', 'Novel']	1980.0	6.2	6.0	2
A Patchwork Planet	Anne Tyler	['Fiction', 'Novel']	1998.0	7.6	20.0	8
The Fist of God	Frederick Forsyth	['Thriller', 'Fiction', 'Novel']	1994.0	7.666666666666667	9.0	11
The Pillars of the Earth	Ken Follett	['Historical fiction', 'Fiction', 'Suspense', 'Historical novel']	1996.0	8.945402298850574	89.0	10
The House of the Spirits	Isabel Allende	['Autobiographical novel', 'Science Fiction', 'Fantasy', 'Fiction', 'Magic realism']	1985.0	8.337362637362638	72.0	10
Mirette on the High Wire	Emily Arnold McCully	"['Picture book', ""Children's literature"", 'Fiction']"	1997.0	10.0	1.0	1
The Five People You Meet in Heaven	Mitch Albom	['Philosophy', 'Novel', 'Fiction', 'Inspirational']	2003.0	8.258264462809917	244.0	3
King Rat	James Clavell	['Historical fiction', 'Fiction', 'War novel', 'Historical novel']	1993.0	7.866666666666666	15.0	7
The Winter of Our Discontent	John Steinbeck	['Novel']	1982.0	4.0	1.0	15
Enchantment	Orson Scott Card	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1999.0	6.978260869565217	25.0	48
Pandora	Anne Rice	"[""Children's literature"", 'Horror', 'Speculative fiction', 'Fiction']"	1998.0	1.0	1.0	22
The Feminine Mystique	Betty Friedan	['Non-fiction']	1997.0	9.0	3.0	1
I Know Why the Caged Bird Sings	Maya Angelou	['Autobiography', 'Biography']	1971.0	8.5	7.0	6
Hatchet	Gary Paulsen	"[""Children's literature"", 'Young adult literature', 'Fiction']"	1987.0	8.61734693877551	34.0	33
Armor	John Steakley	['Science Fiction', 'Speculative fiction', 'Fiction']	1984.0	8.2	5.0	2
The Brethren	John Grisham	['Thriller', 'Fiction', 'Suspense']	2000.0	8.5	152.0	23
Up From Slavery	Booker T. Washington	[]	1999.0	10.0	2.0	1
Iron Sunrise	Charles Stross	['Science Fiction', 'Speculative fiction', 'Novel']	2004.0	9.0	1.0	9
The Terminal Man	Michael Crichton	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1972.0	6.666666666666666	35.0	22
Wise Children	Angela Carter	['Fiction', 'Magic realism']	1991.0	7.0	3.0	5
Wicked: The Life and Times of the Wicked Witch of the West	Gregory Maguire	['Speculative fiction', 'Fantasy', 'Fiction', 'Parallel novel']	1996.0	7.871794871794871	156.0	7
Hocus Pocus	Kurt Vonnegut	['Science Fiction', 'Speculative fiction', 'Fiction', 'Novel']	1990.0	7.581521739130435	28.0	15
Deadeye Dick	Kurt Vonnegut	['Speculative fiction', 'Novel']	1982.0	8.0	1.0	15
Zero Minus Ten	Raymond Benson	['Spy fiction', 'Fiction']	1997.0	9.0	1.0	7
Phantastes	George MacDonald	['Speculative fiction', 'Fantasy']	1981.0	9.0	1.0	12
Rich Man, Poor Man	Irwin Shaw	['Novel']	1970.0	8.0	3.0	1
Dinosaur Planet	Anne McCaffrey	"['Science Fiction', 'Speculative fiction', ""Children's literature"", 'Novel']"	1990.0	6.25	4.0	25
Rebecca	Daphne du Maurier	['Gothic fiction', 'Mystery', 'Crime Fiction', 'Romance novel']	1948.0	8.833333333333334	27.0	7
Drawing Down the Moon: Witches, Druids, Goddess-Worshippers, and Other Pagans in America Today	Margot Adler	[]	1997.0	7.166666666666667	6.0	1
Daisy Miller	Henry James	['Novella']	1991.0	7.0	2.0	44
Idlewild	Nick Sagan	['Science Fiction', 'Speculative fiction', 'Fiction']	2003.0	8.0	2.0	2
Beautiful Losers	Leonard Cohen	['Fiction']	1993.0	6.0	5.0	1
Sula	Toni Morrison	"[""Children's literature"", 'Fiction', 'Novel']"	2001.0	7.277777777777778	18.0	7
Beloved	Toni Morrison	"['Novel', ""Children's literature"", 'Historical fiction', 'Speculative fiction', 'Fiction']"	1987.0	6.57905138339921	62.0	7
Haroun and the Sea of Stories	Salman Rushdie	['Speculative fiction', 'Fiction', 'Magic realism', 'Novel']	1990.0	7.736111111111112	21.0	4
For Special Services	John Gardner	['Spy fiction']	1983.0	8.0	3.0	16
Icebreaker	John Gardner	['Spy fiction']	1984.0	7.0	2.0	16
No Deals, Mr. Bond	John Gardner	['Spy fiction']	1991.0	9.0	2.0	16
The Man from Barbarossa	John Gardner	['Spy fiction']	1991.0	6.0	3.0	16
Doubleshot	Raymond Benson	['Spy fiction', 'Fiction', 'Suspense']	2000.0	6.0	2.0	7
Crusade in Jeans	Thea Beckman	"['History', ""Children's literature"", 'Fantasy', 'Novel', 'Alternate history']"	2003.0	8.333333333333334	3.0	1
A is for Alibi	Sue Grafton	['Mystery', 'Speculative fiction', 'Fiction', 'Suspense']	1984.0	9.0	2.0	18
Eastern Standard Tribe	Cory Doctorow	['Science Fiction', 'Speculative fiction']	2004.0	7.0	2.0	3
The Golem	Gustav Meyrink	[]	1985.0	8.0	1.0	1
Timeline	Michael Crichton	['Science Fiction', 'Fiction', 'Suspense']	1999.0	8.573849878934626	68.0	22
Danse Macabre	Stephen King	['Horror', 'Non-fiction']	1983.0	6.833333333333333	4.0	60
Practical Demonkeeping	Christopher Moore	['Speculative fiction', 'Fiction', 'Comic fantasy', 'Absurdist fiction', 'Humour']	1993.0	7.70662768031189	30.0	11
Where the Red Fern Grows	Wilson Rawls	"[""Children's literature"", 'Fiction']"	1981.0	8.083333333333332	65.0	2
Tortilla Flat	John Steinbeck	['Fiction', 'Novel']	1972.0	7.461538461538462	13.0	15
Ghostwritten	David Mitchell	['Novel']	2000.0	7.857142857142857	7.0	3
Puerto Vallarta Squeeze	Robert James Waller	['Fiction']	1995.0	6.343859649122808	25.0	2
Watch Your Mouth	Daniel Handler	['Comedy', 'Novel']	2000.0	5.0	1.0	17
Something Wicked This Way Comes	Ray Bradbury	['Fantasy', 'Speculative fiction', 'Horror', 'Soft science fiction']	1983.0	7.585576923076923	29.0	9
The Eyes of Heisenberg	Frank Herbert	['Science Fiction', 'Speculative fiction']	2002.0	5.857142857142857	7.0	20
Popcorn	Ben Elton	['Satire', 'Fiction', 'Novel']	1996.0	8.625	7.0	10
Doomsday Book	Connie Willis	['Time travel', 'Speculative fiction', 'Science Fiction', 'Novel']	1992.0	9.015873015873016	36.0	6
This Sweet Sickness	Patricia Highsmith	['Mystery', 'Novel', 'Fiction', 'Suspense']	2002.0	7.0	1.0	12
The Green Brain	Frank Herbert	['Science Fiction', 'Speculative fiction', 'Fiction']	2002.0	7.0	1.0	20
True Women	Janice Woods Windle	[]	1994.0	6.666666666666667	3.0	1
Fences	August Wilson	[]	1995.0	7.333333333333333	3.0	5
Up at the Villa	W. Somerset Maugham	['Fiction']	1978.0	7.25	3.0	12
A Night in the Lonesome October	Roger Zelazny	['Speculative fiction', 'Novel']	1994.0	8.0	4.0	28
